"story_term","user_code","age_group","agreed","close_date_time","close_timestamp","created","department","disability","ease","environment","experiment_date_datepicker","gender","id","open_date_time","open_timestamp","summary","task_condition","task_key","task_level","time_taken_in_seconds"
"pfizer","SAP_3","51_plus","true","2021-9-26 17:11:9","1635264669191","26/10/2021 16:08:50","computing","false","4","production","2021-10-26","female","40c75e15-2096-402f-859a-4a2282b36495","2021-9-26 17:1:20","1635264080860","The pharmaceutical giant Pfizer has signed agreements with several other companies from Germany, Russia, China to work on the development and delivering vaccines against covid-19. The trial results showed that the vaccine is effective against the main variant and also other strains . There is a version of the vaccine for children. 

The vaccine is being produced in huge quantities for the supplies in many countries. The revenue of the company is high, there is also substantial support from the authorities.

Pfizer did not stop development of other drugs, for other diseases. ","text","pfizer","post_graduate_phd","588331"
"pfizer","TPL_1","31_40","true","2021-10-3 17:14:53","1635959693674","03/11/2021 17:14:55","Editorial","false","4","production","2021-11-03","male","1e897cc2-4f10-4f95-bf37-ef6874c8a314","2021-10-3 17:4:30","1635959070012","A series of reports on the activities of Pfizer over a two/three month period in the spring of 2021. These reports cover topics including: the company's development and commercialisation of its coronavirus vaccine Comirnaty; development and regulatory updates on Pfizer's other products across therapy areas and on its collaborations with other companies; the group's financial performance and sales projections; wider strategic development updates at the company, and outside comment/views on Pfizer's activities.","text","pfizer","post_graduate_ma_msc","623662"
"astrazeneca","GOLD_1","21_30","true","2021-10-15 11:20:14","1636975214535","15/11/2021 11:20:17","Computing","false","4","production","2021-11-15","female","0c60d257-5929-408b-b83f-f29807a292eb","2021-10-15 10:57:7","1636973827402","Astra-Zeneca vaccine against COVID-19 started to be rolled out in Europe and the US. After delays in receiving the vaccines, EU sued the company as they didn't respect the contractual agreements. The Astra-Zeneca vaccine was also shipped to other low and middle-income countries via the COVAX program. 
After 25 million people got the vaccine, a small proportion reported serious side effects such as blood cloths. Because of this, Countries around the world started to take action and limited the Astra-Zeneca vaccine roll out to only certain age groups. ","viz","astrazeneca","post_graduate_phd","1387133"
"astrazeneca","GOLD_11","21_30","true","2021-10-20 10:53:10","1637405590040","20/11/2021 10:53:10","Computing","false","3","production","2021-11-20","female","4be98dd0-3daf-4d51-996f-dc8206468c84","2021-10-20 10:41:36","1637404896649","The Astrazeneca vaccine, which was proven to be effective, is being used in more countries. The United States is donating extra vaccines. The phase III trials of Astrazeneca prove its effectiveness. This vaccine is effective against the ""Indian variant"". Astrazeneca reports high profits from this vaccine. There are some concerns of blood clots from this vaccine but they seem to be rare. There is some legal action happening between EU, UK, at Astrazeneca relating to so-called ""vaccine nationalism"" as Astrazeneca has not provided the proper amount of doses to the EU. ","viz","astrazeneca","post_graduate_ma_msc","693391"
"astrazeneca","GOLD_12","upto_20","true","2021-10-21 11:12:10","1637493130131","21/11/2021 11:12:11","Anthropology ","false","4","production","2021-11-21","female","6dfed76a-f52d-45d3-876e-3b4c6c053958","2021-10-21 11:5:53","1637492753697","whilst many people have taken advantage of the vaccine and recieved it, there are still many people who are sceptical about it, both in terms of what its long/short term side effects may be, and also about the actual effectiveness of it due to people who are vaccinated still being able to contract COVID-19. These fears are backed up by news articles such as some of those above that we see appearing every now and then regarding the effects of the vaccine, such as blood clots. These news articles alongside word of mouth stories about feeling sick for many days after the vaccine all inevitably will have a knock on effect on the uptake of vaccines and may impact some peoples decisions to go ahead and have the vaccine, their lack of which could then effect peoples lives. ","viz","astrazeneca","under_graduate_year_2","376434"
"astrazeneca","GOLD_13","21_30","true","2021-10-21 18:4:32","1637517872478","21/11/2021 18:04:34","Institute of Management Studies","false","4","production","2021-11-21","female","b23b2b52-cfec-42ee-9c91-6f8e8c31e06c","2021-10-21 17:36:57","1637516217617","Doubts about the Astrazeneca vaccine (by AstraZeneca) have rose after some European countries suspended the usage of the Astrazeneca vaccine and when AstraZeneca revised its data. The suspension happened because of the reports about potential side effects, such as blood clotting, low blood platelets and bleeding, which even led to death.

Further studies are conducted and the benefits of the Astrazeneca vaccine still outweighs the loss as the side effects are considered to only happen in very rare cases. There are also positive outcomes from the American trial - the Astrazeneca vaccine is 79% effective at preventing symptomatic disease and 100% effective at preventing severe disease and hospitalisation.

However, when compared to other vaccines, the Astrazeneca vaccine less effective - it is only 60% effective against the ""Indian"" strain two weeks after the second dosage while Pfizer is 88% effective. The Astrazeneca vaccine also takes a longer time to reach maximum effectiveness.","viz","astrazeneca","post_graduate_ma_msc","1654861"
"astrazeneca","GOLD_14","21_30","true","2021-10-22 11:17:26","1637579846866","22/11/2021 11:17:29","Department of Art","false","2","production","2021-11-22","female","e61f0e2e-c0fe-4173-8eae-ffbf8337d24b","2021-10-22 11:7:43","1637579263612","AstraZeneca starts mass global rollout of COVID-19 vaccine through COVAX. The European Union launched a legal action against AstraZeneca. The UK-based drugmaker AstraZeneca, its work in oncology is potentially of greater significance. And AstraZeneca came out with results that pleased investors. In the latest update relating to the safety of AstraZeneca, the European Medicines Agency has announced that unusual blood clots with low blood platelets should be listed as very rare side effects of AstraZeneca.","viz","astrazeneca","post_graduate_ma_msc","583254"
"astrazeneca","GOLD_15","41_50","true","2021-10-23 11:56:2","1637668562737","23/11/2021 11:56:04","Sociology","false","3","production","2021-11-23","female","c6f6d7b1-ffc6-47e5-9844-14576bf89432","2021-10-23 11:36:55","1637667415244","One of the three new vaccines helping combat the most severe symptoms of the Covid-19 virus - AstraZeneca - continue to make Headline News across the world. 
The discovery of a new 'Delta' variant of the Covid-19 virus has raised a major question about whether the new vaccines will still be as effective in fighting the virus. 
However, evidence has emerged in the UK that indeed all three coronavirus vaccines - Pfizer, BioNTech and AstraZeneca have still found to be extremely effective in combating the most serious consequences in patients with the Delta variant of the virus.
","viz","astrazeneca","post_graduate_phd","1147493"
"astrazeneca","GOLD_16","21_30","true","2021-10-22 19:35:58","1637609758395","22/11/2021 19:35:59","English and Creative Writing","false","1","production","2021-11-22","female","5f0fe119-80b5-47e0-9f09-48f2a2f64b95","2021-10-22 19:19:35","1637608775117","AstraZeneca: A Fight Against the Virus and Governments
Since its global rollout of the COVID-19 vaccine for the low and middle-income countries across the world through the multilateral COVAX initiative, AstraZeneca has been in the news for more than just a fight against the SARS-CoV-2. 
Due to the large gap between the supply and demand, Serum Institute of India (SII) - the sole producer of the vaccine, has been made to temporarily withhold it for the citizens of India by the Indian Government.

 ","viz","astrazeneca","post_graduate_ma_msc","983278"
"astrazeneca","GOLD_17","21_30","true","2021-10-23 13:39:59","1637674799960","23/11/2021 13:40:01","Computing","false","2","production","2021-11-23","female","6fe1555b-9b08-4ca6-b0a0-ab21e077efaa","2021-10-23 13:24:24","1637673864898","AstraZeneca presents the results and reactions to vaccination in places such as Eurasia, where trust in vaccines has increased and the wider rollout of vaccines has facilitated people to work and live normally. AstraZeneca are effective against the so-called Indian variant. However, a long-awaited USA-based Phase III trial of Covid-19 Vaccine AstraZeneca has proved successful, paving the way for its use in the country. Moreover, there are risks associated with vaccination such as unusual blood slots.","viz","astrazeneca","post_graduate_ma_msc","935062"
"astrazeneca","GOLD_18","21_30","true","2021-10-24 14:41:37","1637764897102","24/11/2021 14:41:39","Computing","false","4","production","2021-11-24","male","d0aecab9-9996-4da4-b344-ef606ad94eea","2021-10-24 14:32:26","1637764346240","EU TO CONTINUE PARTNERSHIP WITH ASTRAZENECA DESPITE PAST LEGAL ACTION

The European Union today announced that it has signed a longterm deal with British vaccine manufacturer Astrazeneca despite conflict of legal actions and past disputes.

The announcement follows a successful round of purchases of Pfizer vaccines by the EU and its move to secure a foothold in the long term battle against Covid-19.

The move comes as a surprise as Astrazeneca has previously been taken to court by the European Commission in regards to unfulfilled manufacture quotas of its Covid-19 vaccine and dispute of blood clot side effects in its transmission.

The deal, reportedly worth over £3 billion, will see a partnership between the British pharmaceuticals company and the EU stretch into 2025 and look into exclusive buyer rights over future booster jabs and drug anti-viral treatments.","viz","astrazeneca","post_graduate_ma_msc","550862"
"astrazeneca","GOLD_19","31_40","true","2021-10-24 19:28:21","1637782101749","24/11/2021 19:28:23","Institute of Creative and Cultural Entrepreneurship","false","3","production","2021-11-24","female","cfdac05e-5ce2-4cf4-8cb9-704948791034","2021-10-24 19:10:53","1637781053836","AstraZeneca was the first global pharmaceutical company to join COVAX in June 2020 in line with the company’s shared commitment to global, equitable access to vaccines. It started shipping it out to various countries, with its aim of supplying a total of 142 countries with hundreds of millions of doses of the vaccine. 

In the first quarter of 2021, AstraZeneca delivered significant revenue growth of 15% in the quarter to $7,320 million, excluding the contribution from the COVID-19 vaccine. Having delivered one of the most important vaccines in history, AstraZeneca  is predicted to continue it's high performance for the rest of the year. 

Even though there were reports of AstraZeneca causing unusual blood clots in patients with low blood platelets, the benefits still outweigh the risks. AstraZeneca have lowered the death rates caused by covid19 and kept people out of hospitals. ","viz","astrazeneca","post_graduate_ma_msc","1047913"
"astrazeneca","GOLD_2","21_30","true","2021-10-15 14:31:30","1636986690401","15/11/2021 14:31:32","Computing","false","5","production","2021-11-15","female","f9f7bacb-e777-4cf6-a050-4534aec67b54","2021-10-15 13:59:46","1636984786953","Together with Pfizer, Astrazeca is one of the biggest producers of COVID-19 vaccines. The company has started a massive global rollout of doses after studies confirmed its effectivity. The vaccine has soon been linked to a rare complication where blood cloths can form – possibly leading to a patients death.

Even after several confirmed cases, the vaccine is still recommended as a treatment in most instances, especially for older patients: ""The balance of benefits and known risks is still very favorable for the majority of people. But for younger age groups it was more finely balanced."",  says Dr June Raine. Still, those complications have lead to a decrease in vaccination speed in several countries, which has benefited the spread of the often deadly virus further. This should lead to a serious conversation about how risks of health treatments are presented in a public discourse.","viz","astrazeneca","post_graduate_ma_msc","1903448"
"astrazeneca","GOLD_20","21_30","true","2021-10-25 9:10:3","1637831403801","25/11/2021 09:10:01","English and Creative Literature","false","3","production","2021-11-25","male","88c119ab-e76e-4a12-8931-870fed9a8df7","2021-10-25 8:53:3","1637830383612","The first of many millions of doses of AstraZeneca’s COVID-19 vaccine have begun arriving in low and middle-income countries across the world through the multilateral COVAX initiative, the first steps in fulfilling the company’s efforts to provide broad and equitable access to the vaccine. With its partner, the Serum Institute of India, the Anglo-Swedish drug major says it will become the biggest supplier to COVAX, the global initiative to ensure rapid and equitable access to vaccines for the novel coronavirus for all countries, regardless of income levels, which is led by Gavi, the Vaccine Alliance. First COVAX shipments were dispatched late last week to Ghana and Cote D’Ivoire, and more are due to begin arriving this week in countries including the Philippines, Indonesia, Fiji, Mongolia and Moldova. This supply represents the first COVID-19 vaccine for many of these countries. AstraZeneca was the first global pharmaceutical company to join COVAX in June 2020 in line with the company’s shared commitment to global, equitable access to vaccines. Further shipments will arrive in the coming weeks with the aim of supplying a total of 142 countries with hundreds of millions of doses of the vaccine in the coming months. The majority of these doses, manufactured by AstraZeneca and its licence partner Serum Institute of India, will go to low and middle-income countries. Pascal Soriot, chief executive of Astra Zeneca, said: “These first steps towards fulfilling our broad, equitable and no-profit emergency response to the pandemic mean millions of people, irrespective of their country’s income level, will soon be protected against this deadly virus. This is a moment of great pride for us at AstraZeneca and I am extremely grateful to our partners including Gavi, CEPI and Oxford University for their hard work and dedication in order to make this humanitarian ideal a reality for many millions of people around the world.” Seth Berkley, CEO of Gavi, said: “Global, equitable access to COVID-19 vaccines is only possible when the public and private sectors work together. When we launched the Gavi COVAX Advance Market Commitment in June 2020, our first agreement was with AstraZeneca. Nine months later, the first doses are already being delivered to those that need them most. This is the beginning of COVAX’s effort to end the acute phase of the pandemic, not the end, but we can all take strength from this moment and I thank AstraZeneca and the University of Oxford for their support and partnership at every step of our journey.”

Is COVAX really capable of delivering the vaccines though? 

The European Commission is reportedly asking the 27 EU member states to back litigation against the British firm, which it says is in breach of contractual obligations to supply the product. AstraZeneca has said it inked a so-called “best efforts” contract with Europe, and that supply chain disruptions prevented it from supplying the estimated amount. While Europe has received just 30 million doses, the UK has used an exclusive arrangement with the drugmaker, agreed early on in the development of the product, to vaccinate a far larger share of its population. AstraZeneca is accused of “vaccine nationalism” given the fact that mainly supplies the Uk. If the company cannot even provide vaccines to the Eu, can deliver them to the rest of the world?

While the EU fight to secure supplies of AstraZeneca’s vaccine, several countries have restricted its use to older populations amid concerns over a rare side effect of blood clotting. Scientists are unclear whether a small number of cerebral venous sinus thrombosis (CVST) cases are linked to the use of the viral vector-based product, partly due to uncertainty over how widespread the rare condition is among the general population. There have been over 20 million doses of the product given in the UK, and public health authorities around the world have confirmed the vaccine to be safe and effective. In a statement, the MHRA said: ""On the basis of this ongoing review, the advice remains that the benefits of the vaccine outweigh the risks in the majority of people.” The agency has, however, recommended that people under 30 be offered an alternative type of vaccine.","viz","astrazeneca","post_graduate_phd","1020189"
"astrazeneca","GOLD_21","31_40","true","2021-10-25 17:49:53","1637862593272","25/11/2021 17:49:55","Visual Cultures","false","1","production","2021-11-25","female","b80fc244-a916-446e-aabd-532e1f47b4a2","2021-10-25 17:35:14","1637861714785","The European Medical Agency's view on the safety of the Astrazeneca virus remains unchanged after it has been shown that thromboembolic events (blood clots) are no more prevalent in the vaccinated population. Th vaccine will continue to be used to prevent the spread of coronavirus despite concerns of the public. Meanwhile the continuing difficulty of the supply chain for the vaccine continues and the European Union threatens legal action claiming the company is in breach of contractual obligations. ","viz","astrazeneca","post_graduate_phd","878487"
"astrazeneca","GOLD_22 ","51_plus","true","2021-10-26 12:18:56","1637929136261","26/11/2021 12:18:57","Computing","true","3","production","2021-11-26","male","b71d5fda-afcd-43f3-bea1-b3a7423ee094","2021-10-26 12:5:54","1637928354545","The Swedish/UK firm AstraZeneca is involved in a variety of treatments for various conditions, including Covid-19, lung cancer and asthma. The common link is respiratory conditions. 

An issue which caused a lot of fuss, particular with the EU drug regulating authorities, concerning AstraZeneca's Covid-19 treatment was the very are incidence of blood clots in some patients. A recommendation was made to add it asa list of possible side effects.

AstraZeneca periodically buy companies that would add to its research or treatment portfolio, but these transactions can be flagged as affecting competition in the industry so at times are investigated or blocked by industry regulators.","viz","astrazeneca","post_graduate_phd","781716"
"astrazeneca","GOLD_23","21_30","true","2021-10-26 14:9:32","1637935772318","26/11/2021 14:09:33","Management with Marketing","false","3","production","2021-11-26","male","b79d320b-75e8-4642-8353-3b6afe8898e1","2021-10-26 14:2:56","1637935376183","Despite many governments being pushy, so much that they are offering incentives for people to get vaccinated - it's extremely tough for people to make a decision whether to get the vaccine EMA finds possible link of AstraZeneca's COVID-19 vaccine with rare blood clots.

This is contradictory as people would be taking the vaccine for their health and wellbeing, but ultimately also putting themselves in danger of having a possible blood clot. Only a minority have suffered this, nevertheless physiologically, you can't blame people for being hesitant about this so-called medicine. 

Further to this, the UK suggests that coronavirus vaccines from Pfizer (NYSE: PFE) and BioNTech (Nasdaq: BNTX), and AstraZeneca (LSE: AZN), are effective against the so-called Indian variant, but this is only one variant, what about the rest?","viz","astrazeneca","under_graduate_year_3","396135"
"astrazeneca","GOLD_24","21_30","true","2021-10-26 17:23:39","1637947419314","26/11/2021 17:23:31","Occupational Psychology","false","4","production","2021-11-26","female","dd17dec1-d321-4dd7-9af4-ec1c1e518110","2021-10-26 17:6:44","1637946404536","The AstraZeneca (LSE: AZN) vaccine was developed by the UK quite late from other vaccines against covid-19. It has issues with shipping and the European Union (EU) was prepared to the sue the UK developers for its failing supplies. The lack of vaccines was violating the contract between the UK and EU as cases were rising. There had been manufacturing delays which is why the supplies were slow and limited but the reliability of the trade was being questioned by EU members. However, the US were willing to donate vaccines. They would donate up to 60 million doses of Vaxzevria worldwide. But the US were not using that vaccine, nor was is approved, yet global leaders asked for the release of the supplies.
Although the AstraZeneca vaccine is effective, it has been found to cause blood clots in some patients. 79 people had blood clots, with 19 dying. A review by the Medicines and Healthcare products Regulatory Agency (MHRA) was conducted and concluded that the criteria to receive the vaccine would change but stated that if people had already had the first vaccine, they should get the second if there was no blood clot complications. ","viz","astrazeneca","post_graduate_ma_msc","1014778"
"astrazeneca","GOLD_25","21_30","true","2021-10-27 12:43:51","1638017031216","27/11/2021 12:43:52","Institute of Management ","false","3","production","2021-11-27","female","3fe4998a-dde4-41c9-a18c-0bac738aeb84","2021-10-27 12:35:16","1638016516013","As the world fights the ongoing COVID crisis, a major provider AstraZeneca (AZN) is being taken to court by  the Belgian courts because it failed to fufill its contractual obligations in providing enough vaccine supplies. 

EU leaders are frustrated by the low roll out and delays to supply and demand are causing deaths to rise and effective monitoring to be delayed. 
This is not the case for other EU countries like the UK who have successfully rolled out the AZN vaccine. Hence officials are threatening to block vaccine exports in Febraruary because of ""vaccine nationalism"" concerns. 

EU council has said AZN should divert UK supplies from the UK to the EU under contractual agreements. 

","viz","astrazeneca","under_graduate_year_3","515203"
"astrazeneca","GOLD_26","upto_20","true","2021-10-30 17:54:20","1638294860298","30/11/2021 17:54:21","Computing","false","1","production","2021-11-30","female","7c3864c2-752c-45f3-af37-6ab765de671b","2021-10-30 17:45:46","1638294346312","UK-based drugmaker AstraZeneca (LSE: AZN) has been doing research on coronavirus vaccine but also have work on oncology, provided by the research done by the company. The company has presented data from more than 100 abstracts, including four abstracts selected as late-breakers, 12 oral presentations and one plenary presentation. The executive vice president for oncology Dave Fredrickson has put focus on “strengthening our leading portfolio in lung and breast cancers as well as haematology.” 

Additionally, there is new data for Lynparza (olaparib) and Imfinzi (durvalumab), as well as for Calquence (acalabrutinib).","viz","astrazeneca","under_graduate_year_1","513986"
"astrazeneca","GOLD_27","upto_20","true","2021-10-30 20:0:39","1638302439959","30/11/2021 20:00:42","Computing","false","2","production","2021-11-30","female","aac721dd-b470-41cc-9d07-53bd8fa16ecb","2021-10-30 19:41:37","1638301297673","Astrazeneca is a Uk based organisation that has made a huge impact in oncology. They have sparked further research into Lynparza after their presentation at the American Society of Clinical Oncology (ASCO) on June 4th. They have helped to discover that Lynparza can be used for many treatments. At the ASCO they also did an oral presentation which described the results of a study that they did into adavosertib with and without Lynparza in women with ovarian cancer. Their work I the oncology sector has been groundbreaking and will hopefully lead to greater development into cures for cancer and tumours. ","viz","astrazeneca","under_graduate_year_2","1142286"
"astrazeneca","GOLD_28","21_30","true","2021-11-2 17:29:6","1638466146674","02/12/2021 17:29:06","Computing","false","3","production","2021-12-02","female","ca2db376-5402-489c-bdad-0326fb9b0b8f","2021-11-2 17:12:15","1638465135089","In the wake of a lawsuit launched against Astrazeneca by the European Union, R-Pharm, a Russian drugmaker, will begin production of the vaccine for exports most likely to the Persian Gulf. Astrazeneca came under scrutiny in April when they were threatened with legal action by the EU for ""breaching contractual obligations to supply the product"". This feud came not long after another bout of criticism linked to their wrongful publishing of vaccine efficiency, with the figure changing from 79% to 76% within just days. The spreading of vaccine production will hopefully help the UK based big pharma company meet their contractual obligations going forward.","viz","astrazeneca","under_graduate_year_3","1011585"
"astrazeneca","GOLD_29","21_30","true","2021-11-6 20:13:16","1638821596798","06/12/2021 20:13:18","Media and Communications","false","3","production","2021-12-06","female","0ca69db1-56ad-49b2-8726-7e6bb682b8e0","2021-11-6 19:51:14","1638820274950","The European medicines Agency has concluded in April 2021 that unusual blood clots with low blood platelets should be listed as very rare side effects of the COVID-19 AstraZeneca vaccine. As of two weeks ago, 62 cases of cerebral venous sinus thrombosis and 24 cases of splanchnic vein thrombosis were reported, 18 of which were fatal.

AstraZeneca still proves to be effective, as its positives outweigh these rare side effects, which may be associated with immune responses within individual patients. People below the age of 30 are recommended to get alternative vaccines to AstraZeneca, but those who have received their first dose should continue on with their second.","viz","astrazeneca","under_graduate_year_3","1321848"
"astrazeneca","GOLD_3","31_40","true","2021-10-16 11:27:37","1637062057005","16/11/2021 11:27:38","English and Creative Writing ","false","1","production","2021-11-16","female","287b04b1-5598-4381-88b2-be4bc7cd168a","2021-10-16 11:15:15","1637061315642","Based on the media discourse, the risks and concerns about vaccination have been discussed globally, from India to China. When the pandemic situation develops, more dramatic incidents have happened. For example, the USA has excessive supplies of vaccination, while the UK holds a certain trust crisis with the medicine developing companies. It seems that even though the positive aspects of vaccination have been established through the authoritative source, however, the world seems to be still haunted by enormous emotions of distrust and suspect. It is sad.  ","viz","astrazeneca","post_graduate_phd","741363"
"astrazeneca","GOLD_30","21_30","true","2021-11-7 17:31:49","1638898309355","07/12/2021 17:31:51","Psychology","false","4","production","2021-12-07","female","b60c91ad-fd26-4f01-8009-e12ac756f68d","2021-11-7 17:11:47","1638897107376","The AstraZeneca is a drug produced in the U.K which is used as a vaccine to combat the COVID-19 pandemic. Despite its late development is has shown to be a potent vaccine to treat the pandemic along with some drawbacks associated with it. The vaccine has been used across the globe mainly as one of the main vaccines in the U.K along the Pfizer vaccine and has been distributed worldwide across Europe and the USA and so forth. There has been significant research supporting this vaccine with one piece of research its efficacy in treating an Indian variant of COVID-19 (along with Pfizer). The data shows that AstraZeneca was approximately 60% effective against the strain for two weeks. On the other hand, AstraZeneca has faced controversies with the European Union taking legal action against the distribution of the virus. With the U.K being criticised over 'vaccine nationalism'. Moreover, AstraZeneca has been shown to produce unusual blood clots symptoms questioning the safety of the usage of the vaccine especially to the elderly. However, reports say the positive outweigh the rare blood clot symptoms in which AstraZeneca still being used as a vaccine to treat the Covid-19 vaccine.
","viz","astrazeneca","under_graduate_year_3","1201979"
"astrazeneca","GOLD_31","21_30","true","2021-11-7 20:18:19","1638904699101","07/12/2021 19:18:20","Computing","false","3","production","2021-12-07","other","b9105481-5e95-4df3-8d29-d95dec5d12b4","2021-11-7 20:4:19","1638903859982","AstraZeneca was a name that I haven't heard of before the pandemic began, and when it did, the race for the vaccine was something I was skeptical about. The vaccine rolled out by the corporation done in partnership with Oxford University was to be kept as a non-profit project until the pandemic ends, which is a noble cause, yet it seems hard to believe that a company would not profit in other ways from such massive contracts for hundreds of millions of doses with countries that are top players on the global scene. Even if the direct profits from the vaccine weren't gained, building a network so vast generates connections that will stay long after the vaccine rollout is complete. A giant uptick in the mentions of the company, even if not always positive (e.g. the blood-clot rumor proved to be false) will return a huge profit to the investors. ","viz","astrazeneca","under_graduate_year_2","839119"
"astrazeneca","GOLD_32","21_30","true","2021-11-8 17:5:29","1638983129211","08/12/2021 17:05:30","Computing","false","1","production","2021-12-08","female","9a1092cd-67a0-4639-82b2-16b9ef4f9f06","2021-11-8 16:53:19","1638982399362","Vaccine producers, AstraZeneca, has secured a new approval in Europe, for the adjuvant treatment of certain adults with early-stage non-small cell lung cancer. Public health authorities in the UK suggests that coronavirus vaccines from AstraZeneca, are effective against the Indian variant. However the European Union launched a legal action against AstraZeneca due to the British firm failing to live up to its contractual obligations on vaccine supplies. The European leaders have been frustrated by a slow vaccine rollout. 

The approval of a FDA emergency use authorisation or AstraZeneca’s COVID-19 will boost confidence and use of the vaccine globally.

Interim analysis for AZD1222 showed the vaccine to be 76% effective at preventing symptomatic COVID-19. However, initial interim results showed that it was 79% effective.

In the latest update on the safety of AstraZeneca’s vaccine, the European Medicines Agency has today announced its conclusion that unusual blood clots with low blood platelets should be listed as very rare side effects However the benefits of the vaccine continue to outweigh the risks for people who receive it. The vaccine is effective at preventing COVID-19 and reducing hospitalisations and deaths.","viz","astrazeneca","under_graduate_year_2","729849"
"astrazeneca","GOLD_33","21_30","true","2021-11-9 17:13:57","1639070037875","09/12/2021 17:13:58","Computing","false","3","production","2021-12-09","male","b260d2c3-813f-4bc3-bc0d-af186defc9f3","2021-11-9 16:57:36","1639069056933","European Union launched a legal action against AstraZeneca. where the public health authorities in the UK states that coronavirus vaccine from pfizer, biontech and astrazenca is effective against Indian variant. Astrazeneca have made revenue of 7.3 million dollars. which was an increase of 15% since last year. uk based drugmaker AstraZeneca has made to the headlines of late for its development of a coronavirus vaccine, the firm work in oncology is potentially of greater importance. AstraZeneca vaccine has announced unusual blood clots with low blood platelets could be side effect of Vaxzevria ","viz","astrazeneca","under_graduate_year_3","980942"
"astrazeneca","GOLD_4","upto_20","true","2021-10-16 14:14:37","1637072077255","16/11/2021 14:14:39","Management Studies","false","3","production","2021-11-16","male","ac281e5d-c7bb-4f01-999e-24d368587810","2021-10-16 14:4:36","1637071476996","Astrazeneca, pharma rival similar to Pfizer, have also started to work on a vaccine for covid. Reports of early stages of trials seemed to have negative feedback, but they have started to roll it out globally. Multiple countries have raised issues, India delayed the shipment of the vaccine, the EU have started a lawsuit against Astrazeneca about the potential side effects. Studies are starting to show a correlation between the vaccine and blood clots. Despite all this, profits and sales have been much higher than expected, with revenue up from 15% from last year. ","viz","astrazeneca","under_graduate_year_1","600259"
"astrazeneca","GOLD_5","21_30","true","2021-10-16 17:41:41","1637084501446","16/11/2021 17:41:44","Computing","false","3","production","2021-11-16","male","fadf8cfe-e8cc-4e7a-82c9-6ce8effca68c","2021-10-16 17:15:10","1637082910888","AstraZeneca is now known worldwide for their vaccine now named, Vaxzevria. The British firm has made it possible for their vaccine to be available worldwide. Unfortunately, due to supply issues they have been unable to meet the EU demand of the vaccine which has resulted in the EU seeking legal action of the British company. Moreover, this is not the only problem the company has with its vaccine. In India, their manufacturer of the vaccine has also put a stop to exporting said vaccine due to rapid increase in domestic cases. Furthermore, vaxzevria that is manufactured in India is a part of the covax donation which seeks to donate vaccines to lesser income countries. In addition to this, there are also studies showing that the vaccine might cause blood clots which have hindered the rollout to different countries and age groups. Astra Zenenca is facing many ordeals but one silver lining that will aid the company is that the FDA in the United States is about to approve the drug which would enable to the US to donate part of its supplies to other nation and ultimately stabilize the British company.","viz","astrazeneca","post_graduate_ma_msc","1590558"
"astrazeneca","GOLD_6","31_40","true","2021-10-17 17:31:43","1637170303521","17/11/2021 17:31:44","English and Creative Writing","false","3","production","2021-11-17","female","f201b821-06d2-43c8-bd3e-e1c6d1f6d2eb","2021-10-17 17:10:24","1637169024963","According to new from four to eight months ago, Astrazeneca had been shown as one of the vaccines that could treat the patients affected by the coronavirus. Yet, there had been challenges regarding its global rollout. One of the challenges concerns the stability of supply. For example, India, one of the countries who manufactured the vaccine stopped it's export to other countries when it prioritised domestic use of the vaccine as a result of a surge in cases. The UK, another country which manufactured the vaccine, also had problems meeting its contracted demands from the EU, which led to legal actions taken from the EU against the UK. Another challenge regarding the rollout of the vaccine stemmed from safety concerns. There was news that reported a possibility that the Astrazeneca vaccien gave rise to blood clots. This potential health risk of the vaccine led to a halt to the use of the vaccine in some countries. Finally, despite these challenges, financially, the vaccine had led to an increase in share price and revenue of the company which developed the vaccine. 
","viz","astrazeneca","post_graduate_phd","1278558"
"astrazeneca","GOLD_7","21_30","true","2021-10-18 13:20:42","1637238042947","18/11/2021 12:20:44","Computing","false","4","production","2021-11-18","male","e94a4a33-d366-4d7a-964a-d44ff7b38567","2021-10-18 12:58:21","1637236701460","The financial impact of covid on drug producers - seeing the good in bad times.

AstraZeneca has developed one of the most important vaccines in human history and has therefore , understandably, been one of the most discussed companies in the past months. The company has gained a lot of investor trust and a spectacular financial sheet which allows it to take further risks with other medication outside of covid.  This can be seen in the fact that excluding the contribution from the COVID-19 vaccine ""the company delivered significant revenue growth of 15% in the quarter to $7,320 million"".

AstraZeneca has no better means to invest in rare disease medication. ""Rare diseases is also a high-growth therapy area with a high level of unmet medical need. With over 7,000 rare diseases currently known about, just 5% currently have FDA-approved treatments.""
With its new revenue and investor trust generated from covid related vaccines, AstraZeneca is able to diversify its portfolio by buying for example American rare disease specialist Alexion Pharmaceuticals (Nasdaq: ALXN) at $39 billion.

""The acquisition, which would add a portfolio of five approved therapies as well as a pipeline of more than twice that number of candidates, has already been approved by the US Federal Trade Commission (FTC).""

More investment into these areas and higher investor trust in the company can lead to higher outcomes in finding effective treatments for rare diseases, something that would have been more difficult with the lack of trust, interest and agglomerated capital in the company before covid.


","viz","astrazeneca","post_graduate_ma_msc","1341487"
